1, 0.1, 0.6, 0.85, 0.7
0.13, 0.1, 0.2, 0.1, 0
0.3, 0.3, 0, 0.15, 0
0.2, 0.93, 0.9, 0.93, 0.9 
0.95, 0.3, 0.12, 0.1, 0.1
0.85, 0, 0.3, 0.65, 0.35
0.55, 0.85, 0.55, 0.37, 0.1
1, 0.5, 0.5, 0.5, 0.5 
0.95, 0.3, 0.9, 0.87, 0.97
0.9, 0.7, 0.7, 1, 0.8 
